INFO  15:21:55 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  15:21:55 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [likelyquery0] with 250 threads for 20000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,       2153506,    1716,    1716,    1716,   146.0,   143.3,   178.7,   207.8,   240.5,   243.9, 1258.5,  0.00128,      0,      0,       0,       0,       0,       0
total,       2155545,    1741,    1741,    1741,   143.1,   138.1,   182.5,   214.1,   248.4,   259.0, 1259.7,  0.00128,      0,      0,       0,       0,       0,       0
total,       2157592,    1694,    1694,    1694,   147.9,   140.6,   194.6,   225.2,   259.4,   269.5, 1260.9,  0.00128,      0,      0,       0,       0,       0,       0
total,       2159639,    1725,    1725,    1725,   144.9,   141.0,   187.4,   211.8,   245.0,   268.5, 1262.1,  0.00128,      0,      0,       0,       0,       0,       0
total,       2161642,    1739,    1739,    1739,   144.5,   138.8,   188.2,   217.2,   258.8,   287.6, 1263.2,  0.00128,      0,      0,       0,       0,       0,       0
total,       2163725,    1745,    1745,    1745,   143.6,   140.3,   183.5,   214.1,   248.8,   255.5, 1264.4,  0.00128,      0,      0,       0,       0,       0,       0
total,       2165673,    1670,    1670,    1670,   150.0,   139.8,   208.2,   239.8,   259.8,   261.5, 1265.6,  0.00128,      0,      0,       0,       0,       0,       0
total,       2167679,    1689,    1689,    1689,   146.9,   137.8,   204.6,   235.7,   256.8,   267.8, 1266.8,  0.00128,      0,      0,       0,       0,       0,       0
total,       2169747,    1730,    1730,    1730,   144.9,   139.9,   185.0,   213.8,   243.3,   286.5, 1268.0,  0.00128,      0,      0,       0,       0,       0,       0
total,       2171769,    1682,    1682,    1682,   148.4,   145.4,   191.6,   222.0,   253.3,   265.7, 1269.2,  0.00127,      0,      0,       0,       0,       0,       0
total,       2173825,    1683,    1683,    1683,   145.8,   141.5,   188.8,   218.5,   244.8,   251.9, 1270.4,  0.00127,      0,      0,       0,       0,       0,       0
total,       2175931,    1813,    1813,    1813,   139.6,   135.4,   178.7,   204.9,   234.2,   272.1, 1271.5,  0.00127,      0,      0,       0,       0,       0,       0
total,       2178095,    1770,    1770,    1770,   142.0,   139.6,   177.9,   206.0,   233.2,   248.6, 1272.8,  0.00127,      0,      0,       0,       0,       0,       0
total,       2180225,    1668,    1668,    1668,   149.9,   142.3,   201.3,   234.1,   275.1,   284.5, 1274.0,  0.00127,      0,      0,       0,       0,       0,       0
total,       2182313,    1776,    1776,    1776,   141.5,   137.3,   182.0,   206.5,   238.3,   296.5, 1275.2,  0.00127,      0,      0,       0,       0,       0,       0
total,       2184428,    1750,    1750,    1750,   143.1,   139.5,   182.4,   214.0,   245.4,   251.9, 1276.4,  0.00127,      0,      0,       0,       0,       0,       0
total,       2186391,    1649,    1649,    1649,   150.8,   146.4,   194.9,   223.9,   266.5,   284.2, 1277.6,  0.00127,      0,      0,       0,       0,       0,       0
total,       2188379,    1710,    1710,    1710,   142.1,   138.1,   179.9,   202.4,   230.4,   240.7, 1278.8,  0.00127,      0,      0,       0,       0,       0,       0
total,       2190448,    1755,    1755,    1755,   145.7,   141.5,   186.6,   213.1,   233.9,   235.6, 1280.0,  0.00127,      0,      0,       0,       0,       0,       0
total,       2192572,    1715,    1715,    1715,   145.9,   142.9,   185.0,   208.5,   251.8,   257.4, 1281.2,  0.00127,      0,      0,       0,       0,       0,       0
total,       2194583,    1660,    1660,    1660,   151.1,   147.1,   195.6,   220.9,   244.3,   267.2, 1282.4,  0.00126,      0,      0,       0,       0,       0,       0
total,       2196650,    1735,    1735,    1735,   143.9,   141.6,   183.1,   211.1,   241.3,   250.7, 1283.6,  0.00126,      0,      0,       0,       0,       0,       0
total,       2198810,    1734,    1734,    1734,   144.0,   136.3,   189.4,   216.9,   252.6,   277.5, 1284.8,  0.00126,      0,      0,       0,       0,       0,       0
total,       2200989,    1706,    1706,    1706,   146.4,   138.1,   209.1,   238.1,   274.3,   284.6, 1286.1,  0.00126,      0,      0,       0,       0,       0,       0
total,       2203001,    1657,    1657,    1657,   151.0,   148.6,   195.3,   224.6,   252.3,   269.4, 1287.3,  0.00126,      0,      0,       0,       0,       0,       0
total,       2205077,    1730,    1730,    1730,   144.8,   138.6,   188.8,   225.5,   275.5,   300.3, 1288.5,  0.00126,      0,      0,       0,       0,       0,       0
total,       2207173,    1689,    1689,    1689,   146.2,   139.0,   199.0,   224.3,   247.3,   265.0, 1289.8,  0.00126,      0,      0,       0,       0,       0,       0
total,       2209251,    1714,    1714,    1714,   148.4,   144.2,   201.2,   227.2,   260.2,   265.7, 1291.0,  0.00126,      0,      0,       0,       0,       0,       0
total,       2211150,    1628,    1628,    1628,   146.2,   142.3,   185.5,   214.3,   239.0,   275.0, 1292.2,  0.00126,      0,      0,       0,       0,       0,       0
total,       2213312,    1860,    1860,    1860,   139.6,   133.6,   182.5,   214.4,   249.5,   274.5, 1293.3,  0.00126,      0,      0,       0,       0,       0,       0
total,       2215380,    1733,    1733,    1733,   144.9,   138.0,   192.1,   218.5,   243.8,   274.4, 1294.5,  0.00126,      0,      0,       0,       0,       0,       0
total,       2217402,    1740,    1740,    1740,   142.3,   138.8,   178.2,   198.2,   224.6,   252.3, 1295.7,  0.00126,      0,      0,       0,       0,       0,       0
total,       2219452,    1743,    1743,    1743,   142.8,   139.4,   180.7,   209.7,   239.3,   240.6, 1296.8,  0.00125,      0,      0,       0,       0,       0,       0
total,       2221511,    1720,    1720,    1720,   146.6,   142.5,   188.1,   213.9,   241.5,   244.8, 1298.0,  0.00125,      0,      0,       0,       0,       0,       0
total,       2223448,    1616,    1616,    1616,   153.9,   147.9,   203.9,   234.4,   276.4,   292.8, 1299.2,  0.00125,      0,      0,       0,       0,       0,       0
total,       2225504,    1767,    1767,    1767,   141.7,   137.7,   183.9,   208.3,   231.5,   243.7, 1300.4,  0.00125,      0,      0,       0,       0,       0,       0
total,       2227590,    1717,    1717,    1717,   147.0,   143.1,   188.7,   219.7,   248.6,   265.8, 1301.6,  0.00125,      0,      0,       0,       0,       0,       0
total,       2229608,    1698,    1698,    1698,   146.1,   143.2,   186.0,   210.5,   233.2,   249.8, 1302.8,  0.00125,      0,      0,       0,       0,       0,       0
total,       2231693,    1735,    1735,    1735,   143.9,   137.9,   191.5,   216.3,   238.7,   253.0, 1304.0,  0.00125,      0,      0,       0,       0,       0,       0
total,       2233683,    1668,    1668,    1668,   150.7,   142.2,   212.4,   248.6,   302.8,   319.4, 1305.2,  0.00125,      0,      0,       0,       0,       0,       0
total,       2235688,    1647,    1647,    1647,   152.5,   144.1,   223.6,   253.3,   282.8,   330.2, 1306.4,  0.00125,      0,      0,       0,       0,       0,       0
total,       2237699,    1737,    1737,    1737,   142.9,   139.1,   182.0,   211.4,   234.2,   258.6, 1307.6,  0.00125,      0,      0,       0,       0,       0,       0
total,       2239857,    1769,    1769,    1769,   141.7,   138.0,   181.0,   214.4,   250.7,   271.7, 1308.8,  0.00125,      0,      0,       0,       0,       0,       0
total,       2241978,    1720,    1720,    1720,   145.3,   142.6,   189.5,   221.7,   252.8,   259.8, 1310.0,  0.00124,      0,      0,       0,       0,       0,       0
total,       2243988,    1666,    1666,    1666,   150.0,   144.1,   201.7,   240.2,   280.6,   292.3, 1311.2,  0.00124,      0,      0,       0,       0,       0,       0
total,       2246018,    1738,    1738,    1738,   142.0,   137.7,   183.3,   205.4,   235.2,   256.5, 1312.4,  0.00124,      0,      0,       0,       0,       0,       0
total,       2248119,    1690,    1690,    1690,   149.7,   141.0,   209.0,   237.1,   273.5,   299.1, 1313.6,  0.00124,      0,      0,       0,       0,       0,       0
total,       2250106,    1679,    1679,    1679,   148.7,   138.3,   208.9,   233.7,   264.4,   269.0, 1314.8,  0.00124,      0,      0,       0,       0,       0,       0
total,       2252193,    1769,    1769,    1769,   140.8,   133.4,   195.4,   229.4,   264.8,   279.9, 1316.0,  0.00124,      0,      0,       0,       0,       0,       0
total,       2254321,    1791,    1791,    1791,   140.3,   135.5,   180.0,   205.2,   237.7,   240.9, 1317.2,  0.00124,      0,      0,       0,       0,       0,       0
total,       2256424,    1658,    1658,    1658,   150.8,   140.8,   210.1,   242.5,   276.7,   283.5, 1318.5,  0.00124,      0,      0,       0,       0,       0,       0
total,       2258433,    1700,    1700,    1700,   146.7,   144.3,   188.3,   210.2,   233.1,   273.3, 1319.6,  0.00124,      0,      0,       0,       0,       0,       0
total,       2260482,    1749,    1749,    1749,   142.7,   137.8,   182.9,   207.6,   231.1,   247.2, 1320.8,  0.00124,      0,      0,       0,       0,       0,       0
total,       2262598,    1679,    1679,    1679,   149.2,   139.9,   202.5,   241.8,   266.4,   270.6, 1322.1,  0.00124,      0,      0,       0,       0,       0,       0
total,       2264591,    1717,    1717,    1717,   146.7,   138.0,   205.2,   233.3,   263.8,   272.4, 1323.2,  0.00123,      0,      0,       0,       0,       0,       0
total,       2266693,    1769,    1769,    1769,   139.7,   135.8,   179.6,   201.5,   248.2,   261.2, 1324.4,  0.00123,      0,      0,       0,       0,       0,       0
total,       2268791,    1677,    1677,    1677,   148.6,   141.7,   197.2,   234.7,   260.9,   300.4, 1325.7,  0.00123,      0,      0,       0,       0,       0,       0
total,       2270860,    1711,    1711,    1711,   146.2,   142.8,   184.5,   213.2,   248.0,   253.5, 1326.9,  0.00123,      0,      0,       0,       0,       0,       0
total,       2272861,    1716,    1716,    1716,   145.4,   141.0,   184.0,   209.5,   239.0,   253.6, 1328.1,  0.00123,      0,      0,       0,       0,       0,       0
total,       2274951,    1756,    1756,    1756,   143.2,   139.7,   182.1,   205.8,   235.3,   262.7, 1329.2,  0.00123,      0,      0,       0,       0,       0,       0
total,       2277071,    1692,    1692,    1692,   148.4,   141.0,   211.1,   231.2,   275.3,   313.1, 1330.5,  0.00123,      0,      0,       0,       0,       0,       0
total,       2279099,    1725,    1725,    1725,   144.4,   141.2,   182.7,   207.1,   226.5,   245.9, 1331.7,  0.00123,      0,      0,       0,       0,       0,       0
total,       2281152,    1767,    1767,    1767,   142.1,   137.3,   183.0,   209.6,   249.1,   261.9, 1332.8,  0.00123,      0,      0,       0,       0,       0,       0
total,       2283285,    1749,    1749,    1749,   142.9,   136.5,   195.8,   217.6,   257.6,   265.0, 1334.1,  0.00123,      0,      0,       0,       0,       0,       0
total,       2285302,    1696,    1696,    1696,   147.3,   141.4,   196.9,   226.9,   256.7,   269.1, 1335.2,  0.00122,      0,      0,       0,       0,       0,       0
total,       2287315,    1710,    1710,    1710,   141.9,   137.5,   181.4,   208.1,   227.9,   258.6, 1336.4,  0.00122,      0,      0,       0,       0,       0,       0
total,       2289337,    1741,    1741,    1741,   147.3,   139.5,   201.5,   230.6,   262.9,   298.5, 1337.6,  0.00122,      0,      0,       0,       0,       0,       0
total,       2291333,    1701,    1701,    1701,   147.2,   140.7,   194.0,   218.8,   240.3,   268.7, 1338.8,  0.00122,      0,      0,       0,       0,       0,       0
total,       2293332,    1695,    1695,    1695,   147.6,   143.7,   187.0,   214.3,   261.1,   281.7, 1339.9,  0.00122,      0,      0,       0,       0,       0,       0
total,       2295389,    1691,    1691,    1691,   147.4,   141.8,   191.9,   226.5,   252.5,   266.1, 1341.2,  0.00122,      0,      0,       0,       0,       0,       0
total,       2297535,    1705,    1705,    1705,   147.2,   145.1,   186.3,   210.3,   285.3,   301.1, 1342.4,  0.00122,      0,      0,       0,       0,       0,       0
total,       2299539,    1686,    1686,    1686,   147.1,   139.7,   198.2,   219.5,   260.1,   260.6, 1343.6,  0.00122,      0,      0,       0,       0,       0,       0
total,       2301613,    1737,    1737,    1737,   144.8,   138.7,   186.7,   213.5,   240.4,   254.4, 1344.8,  0.00122,      0,      0,       0,       0,       0,       0
total,       2303690,    1687,    1687,    1687,   148.2,   138.5,   206.0,   232.4,   268.9,   272.6, 1346.0,  0.00122,      0,      0,       0,       0,       0,       0
total,       2305719,    1716,    1716,    1716,   146.3,   138.8,   195.0,   221.8,   250.5,   252.8, 1347.2,  0.00121,      0,      0,       0,       0,       0,       0
total,       2307779,    1788,    1788,    1788,   139.4,   135.5,   174.9,   195.7,   215.3,   230.5, 1348.4,  0.00121,      0,      0,       0,       0,       0,       0
total,       2309867,    1697,    1697,    1697,   147.2,   142.2,   189.9,   214.2,   247.3,   249.1, 1349.6,  0.00121,      0,      0,       0,       0,       0,       0
total,       2311979,    1732,    1732,    1732,   143.6,   139.2,   183.9,   211.0,   250.3,   285.6, 1350.8,  0.00121,      0,      0,       0,       0,       0,       0
total,       2314022,    1744,    1744,    1744,   144.9,   139.4,   191.4,   212.1,   251.6,   331.2, 1352.0,  0.00121,      0,      0,       0,       0,       0,       0
total,       2316146,    1733,    1733,    1733,   140.8,   134.8,   183.5,   202.3,   234.7,   247.2, 1353.2,  0.00121,      0,      0,       0,       0,       0,       0
total,       2318166,    1754,    1754,    1754,   145.3,   136.9,   204.2,   232.8,   253.4,   269.3, 1354.4,  0.00121,      0,      0,       0,       0,       0,       0
total,       2320174,    1735,    1735,    1735,   143.7,   135.3,   201.7,   226.8,   262.0,   283.5, 1355.5,  0.00121,      0,      0,       0,       0,       0,       0
total,       2322212,    1784,    1784,    1784,   138.4,   134.1,   173.3,   196.4,   210.3,   228.6, 1356.7,  0.00121,      0,      0,       0,       0,       0,       0
total,       2324285,    1757,    1757,    1757,   143.9,   139.1,   181.3,   206.9,   234.0,   243.6, 1357.8,  0.00121,      0,      0,       0,       0,       0,       0
total,       2326341,    1680,    1680,    1680,   149.2,   144.5,   192.7,   219.8,   251.4,   259.3, 1359.1,  0.00121,      0,      0,       0,       0,       0,       0
total,       2328269,    1634,    1634,    1634,   153.4,   144.1,   208.1,   232.5,   269.0,   277.2, 1360.2,  0.00121,      0,      0,       0,       0,       0,       0
total,       2330291,    1691,    1691,    1691,   147.5,   142.3,   188.1,   215.5,   243.2,   245.7, 1361.4,  0.00120,      0,      0,       0,       0,       0,       0
total,       2332245,    1670,    1670,    1670,   146.9,   141.6,   188.6,   213.8,   258.7,   260.3, 1362.6,  0.00120,      0,      0,       0,       0,       0,       0
total,       2334191,    1668,    1668,    1668,   152.6,   140.8,   229.1,   252.5,   303.1,   316.0, 1363.8,  0.00120,      0,      0,       0,       0,       0,       0
total,       2336355,    1756,    1756,    1756,   142.5,   134.5,   187.7,   217.1,   260.7,   268.3, 1365.0,  0.00120,      0,      0,       0,       0,       0,       0
